Scenario,joy_keywords,spare_words,Similarity Score
"As Sarah stood on stage, her eyes sparkled with a radiance that seemed to light up the entire room.","['sparkled', 'radiance']","['sarah', 'stood', 'stage', 'eyes', 'seemed', 'light', 'entire', 'room']",
Sarah's heart fluttered with excitement as she caught a glimpse of her lover waiting for her at the park.,"['excitement', 'lover']","['sarah', 'heart', 'fluttered', 'caught', 'glimpse', 'waiting', 'park']",
You stumble upon a hidden treasure chest buried in the sand during a beach clean up event.,"['treasure', 'beach', 'clean']","['stumble', 'upon', 'hidden', 'chest', 'buried', 'sand', 'event']",
"As she stood atop the mountain, surrounded by the majestic peaks, a sense of awe and wonder filled her heart.","['majestic', 'wonder']","['stood', 'atop', 'mountain', 'surrounded', 'peaks', 'sense', 'awe', 'filled', 'heart']",
"After a long and difficult journey, you finally uncover a hidden treasure chest filled with sparkling gems and ancient artifacts.","['journey', 'finally', 'treasure', 'sparkling', 'gems']","['long', 'difficult', 'uncover', 'hidden', 'chest', 'filled', 'ancient', 'artifacts']",
"Excited whispers filled the air as the fortune cookies were cracked open, revealing unexpected futures that brought smiles to everyone's faces.","['excited', 'fortune', 'unexpected', 'smiles']","['whispers', 'filled', 'air', 'cookies', 'cracked', 'open', 'revealing', 'futures', 'brought', 'everyone', 'faces']",
"You and your friends are singing along with your favorite song at a concert, feeling uplifted and carefree.","['friends', 'singing', 'favorite', 'feeling', 'uplifted']","['along', 'song', 'concert', 'carefree']",
"Maria watched her favorite plant slowly unfurl and bloom, her heart filled with warmth and light.","['favorite', 'bloom']","['maria', 'watched', 'plant', 'slowly', 'unfurl', 'heart', 'filled', 'warmth', 'light']",
"During the school charity event, a student stayed after helping clean up, feeling a deep sense of connection and warmth towards their fellow classmates and the act of giving back.","['charity', 'helping', 'clean', 'feeling']","['school', 'event', 'student', 'stayed', 'deep', 'sense', 'connection', 'warmth', 'towards', 'fellow', 'classmates', 'act', 'giving', 'back']",
"A student's friend surprises them by anonymously leaving a thank you note saying ""You're my hero.""","['friend', 'surprises', 'thank', 'hero']","['student', 'anonymously', 'leaving', 'note', 'saying', ""'re""]",
"While watching a movie with their best friend, Sarah felt a warm, fuzzy sensation in her chest, wrapping her in a blanket of affection.","['friend', 'sensation', 'affection']","['watching', 'movie', 'best', 'sarah', 'felt', 'warm', 'fuzzy', 'chest', 'wrapping', 'blanket']",
Seeing a favorite celebrity unexpectedly walk into the cafeteria brought a sudden surge of warmth and excitement to their hearts.,"['favorite', 'celebrity', 'excitement']","['seeing', 'unexpectedly', 'walk', 'cafeteria', 'brought', 'sudden', 'surge', 'warmth', 'hearts']",
"Happily, Sarah skipped through the colorful swirl of confetti, her laughter filling the air.","['happily', 'laughter']","['sarah', 'skipped', 'colorful', 'swirl', 'confetti', 'filling', 'air']",
"You are unexpectedly chosen to be the lead vocalist in the school talent show, and your friends cheer for you like you're a superstar.","['friends', 'cheer', 'like', 'superstar']","['unexpectedly', 'chosen', 'lead', 'vocalist', 'school', 'talent', 'show', ""'re""]",
"After weeks of hard work and dedication, Sarah finally saw her artistic skills strengthening with each stroke of her paintbrush.","['finally', 'strengthening']","['weeks', 'hard', 'work', 'dedication', 'sarah', 'saw', 'artistic', 'skills', 'stroke', 'paintbrush']",
"You just finished your painting for the art show and you step back, taking in every detail, feeling like everything came together just as it was meant to.","['art', 'feeling', 'like']","['finished', 'painting', 'show', 'step', 'back', 'taking', 'every', 'detail', 'everything', 'came', 'together', 'meant']",
"Leila watched as the flowers in her garden started to blossom, filling her with a warm and glowing feeling inside.","['garden', 'blossom', 'glowing', 'feeling']","['leila', 'watched', 'flowers', 'started', 'filling', 'warm', 'inside']",
"Samantha watched as the colorful petals of the flower began to unfold and blossom, filling her heart with warmth and happiness.","['blossom', 'happiness']","['samantha', 'watched', 'colorful', 'petals', 'flower', 'began', 'unfold', 'filling', 'heart', 'warmth']",
"As Kiera finished her dance routine, her heart raced with exhilaration, feeling like she was soaring high on cloud nine.","['dance', 'exhilaration', 'feeling', 'like']","['kiera', 'finished', 'routine', 'heart', 'raced', 'soaring', 'high', 'cloud', 'nine']",
"In the midst of an engaging conversation with friends, her laughter filled the room with warmth.","['engaging', 'friends', 'laughter']","['midst', 'conversation', 'filled', 'room', 'warmth']",
"After finally understanding a difficult concept in class, a student's eyes widen in realization and a smile starts to form on their face.","['finally', 'smile']","['understanding', 'difficult', 'concept', 'class', 'student', 'eyes', 'widen', 'realization', 'starts', 'form', 'face']",
"After studying tirelessly for weeks, Sarah felt a warm sense of anticipation for her upcoming exams, hopeful that her hard work would pay off.","['hopeful', 'pay']","['studying', 'tirelessly', 'weeks', 'sarah', 'felt', 'warm', 'sense', 'anticipation', 'upcoming', 'exams', 'hard', 'work', 'would']",
"After receiving recognition for their hard work and dedication, the student's heart swelled with a sense of accomplishment.","['receiving', 'accomplishment']","['recognition', 'hard', 'work', 'dedication', 'student', 'heart', 'swelled', 'sense']",
"You glide through the water, feeling weightless and free, the sun on your face as you revel in the moment.","['glide', 'feeling', 'sun', 'revel']","['water', 'weightless', 'free', 'face', 'moment']",
"The band had been practicing tirelessly for weeks, and as they reached the climax of their performance, a wave of euphoria washed over them all.","['practicing', 'climax']","['band', 'tirelessly', 'weeks', 'reached', 'performance', 'wave', 'euphoria', 'washed']",
"During the school talent show, the joker in the class surprised everyone with an unexpected and hilarious magic trick.","['joker', 'surprised', 'unexpected', 'hilarious', 'magic']","['school', 'talent', 'show', 'class', 'everyone', 'trick']",
"As she walked into the room, her face broke into a wide, beaming smile.","['beaming', 'smile']","['walked', 'room', 'face', 'broke', 'wide']",
"The students' laughter filled the room like an electric current, brightening up the mood.","['laughter', 'like', 'electric', 'brightening']","['students', 'filled', 'room', 'current', 'mood']",
"A student gazes up at the dazzling night sky, feeling the warmth of the universe embracing their soul with a godly touch.","['feeling', 'embracing', 'godly']","['student', 'gazes', 'dazzling', 'night', 'sky', 'warmth', 'universe', 'soul', 'touch']",
"As she lay in the starry meadow, a wide smile stretched across her face, and her heart felt light and full of warmth.","['starry', 'smile']","['lay', 'meadow', 'wide', 'stretched', 'across', 'face', 'heart', 'felt', 'light', 'full', 'warmth']",
The majority of the class erupted in laughter and applause as the principal announced a surprise day off from school.,"['majority', 'laughter', 'applause', 'surprise']","['class', 'erupted', 'principal', 'announced', 'day', 'school']",
"While watching their favorite comedian perform, Sarah's eyes lit up and a wide smile spread across her face.","['favorite', 'smile']","['watching', 'comedian', 'perform', 'sarah', 'eyes', 'lit', 'wide', 'spread', 'across', 'face']",
"While playing the lyre, Sarah's face lit up with a radiant smile as she strummed the strings with pure happiness.","['playing', 'lyre', 'radiant', 'smile', 'happiness']","['sarah', 'face', 'lit', 'strummed', 'strings', 'pure']",
"Two best friends, whose laughter was inseparable, finally reunited after a long summer apart.","['friends', 'laughter', 'inseparable', 'finally']","['two', 'best', 'whose', 'reunited', 'long', 'summer', 'apart']",
"During the biology class dissection, Sarah couldn't contain her feelings and let out a happy outburst when she successfully identified the different parts of the frog.","['feelings', 'happy', 'outburst', 'successfully']","['biology', 'class', 'dissection', 'sarah', 'could', ""n't"", 'contain', 'let', 'identified', 'different', 'parts', 'frog']",
"You arrive at a house filled with colorful decorations and smiling faces, where people are dancing and cheering in honor of a recent achievement.","['smiling', 'dancing', 'cheering', 'achievement']","['arrive', 'house', 'filled', 'colorful', 'decorations', 'faces', 'people', 'honor', 'recent']",
"As the gentle breeze carried the sweet scent of blooming flowers, the allure of the warm sun on her skin filled her heart with contentment.","['sweet', 'blooming', 'allure', 'sun', 'contentment']","['gentle', 'breeze', 'carried', 'scent', 'flowers', 'warm', 'skin', 'filled', 'heart']",
Sarah watched in admiration as her friend confidently delivered a speech to the entire school.,"['admiration', 'friend', 'confidently']","['sarah', 'watched', 'delivered', 'speech', 'entire', 'school']",
"After years of hard work and determination, Emily finally achieved her long-held aspiration.","['finally', 'achieved', 'aspiration']","['years', 'hard', 'work', 'determination', 'emily', 'long-held']",
"Samantha couldn't stop smiling as she cradled the precious gift in her arms, feeling a warmth that radiated from within.","['smiling', 'cradled', 'precious', 'gift', 'feeling']","['samantha', 'could', ""n't"", 'stop', 'arms', 'warmth', 'radiated', 'within']",
Maria's eyes sparkled with delight as she finished painting a masterpiece that captured her imagination.,"['sparkled', 'delight', 'masterpiece']","['maria', 'eyes', 'finished', 'painting', 'captured', 'imagination']",
"Despite facing setbacks, a student's hard work and perseverance prevailed, leading to a feeling of warmth and contentment.","['prevailed', 'feeling', 'contentment']","['despite', 'facing', 'setbacks', 'student', 'hard', 'work', 'perseverance', 'leading', 'warmth']",
"You receive a surprise visit from your lovable grandparent, who brings baked cookies and a warm hug, filling your heart with warmth and happiness.","['receive', 'surprise', 'lovable', 'hug', 'happiness']","['visit', 'grandparent', 'brings', 'baked', 'cookies', 'warm', 'filling', 'heart', 'warmth']",
"After receiving her acceptance letter from her dream college, Sarah couldn't stop rejoicing.","['receiving', 'rejoicing']","['acceptance', 'letter', 'dream', 'college', 'sarah', 'could', ""n't"", 'stop']",
"While walking in the park, Sarah sees a beautiful rainbow stretching across the sky, filling her heart with warmth and contentment.","['beautiful', 'contentment']","['walking', 'park', 'sarah', 'sees', 'rainbow', 'stretching', 'across', 'sky', 'filling', 'heart', 'warmth']",
"After months of hard work and dedication, friends gathered around Sarah to celebrate her accomplishments together, filling her heart with warmth and contentment.","['friends', 'celebrate', 'accomplishments', 'contentment']","['months', 'hard', 'work', 'dedication', 'gathered', 'around', 'sarah', 'together', 'filling', 'heart', 'warmth']",
